YEAR,BUYING_DEALER,TOKEN_DONE,SUM_BID_AT_BOUGHT,AVG_BID_AT_BOUGHT,RECENT_BUY_DATE
2021,87454,10,2732839,273283.9,2021-12-31
2022,84832,50,12351691,247033.8,2022-12-25
2023,109915,49,11474485,234173.2,2023-12-28
2021,57377,6,852844,142140.7,2021-09-07
2021,101811,29,2564216,88421.2,2021-12-22
2021,70428,14,6014600,429614.3,2021-12-19
2020,72487,23,5199483,226064.5,2020-12-23
2021,91961,4,808300,202075.0,2021-11-24
2020,64092,1,33000,33000.0,2020-10-08
2023,107069,12,6961170,580097.5,2023-11-15
2018,55944,48,3196695,66597.8,2018-04-29
2022,59482,15,3214892,214326.1,2022-10-06
2020,83844,11,1809030,164457.3,2020-12-08
2023,58008,33,54981309,1666100.3,2023-12-15
2020,68156,42,11840914,281926.5,2020-12-25
2021,108519,3,361400,120466.7,2021-12-31
2024,86384,25,7602900,304116.0,2024-05-05
2022,80868,6,1991800,331966.7,2022-05-24
2022,83913,2,593184,296592.0,2022-06-12
2020,67973,4,705645,176411.3,2020-09-27
2022,94077,31,8054297,259816.0,2022-12-29
2020,69820,19,4360444,229497.1,2020-12-27
2019,59602,20,4714320,235716.0,2019-09-23
2024,121699,4,617000,154250.0,2024-04-11
2021,85218,101,3239816,32077.4,2021-12-21
2021,60961,19,2249856,118413.5,2021-12-13
2023,122632,4,159000,39750.0,2023-12-27
2022,106815,17,1816394,106846.7,2022-12-30
2023,88315,13,1956150,150473.1,2023-11-17
2024,58737,7,1923000,274714.3,2024-04-12
2024,75150,6,1027400,171233.3,2024-04-17
2019,65015,13,1960985,150845.0,2019-10-17
2022,109066,18,7229181,401621.2,2022-12-28
2022,79879,4,389066,97266.5,2022-12-04
2019,58996,11,2101262,191023.8,2019-11-16
2019,62829,19,2582214,135906.0,2019-12-28
2019,68234,5,612938,122587.6,2019-12-18
2023,63567,21,2735500,130261.9,2023-11-09
2023,71835,6,2430791,405131.8,2023-11-20
2019,59437,9,3594084,399342.7,2019-11-29
2022,116232,6,895122,149187.0,2022-12-26
2019,52909,2,821000,410500.0,2019-07-17
2020,58305,27,13459400,498496.3,2020-12-26
2023,106499,12,5707180,475598.3,2023-08-29
2022,58083,4,1417700,354425.0,2022-03-25
2022,62855,9,2243159,249239.9,2022-12-26
2022,66107,38,20016924,526761.2,2022-06-25
2024,116007,35,4423500,126385.7,2024-05-07
2018,56043,25,1838651,73546.0,2018-11-11
2023,86400,20,6564717,328235.9,2023-12-30
2021,93833,18,3071946,170663.7,2021-12-10
2019,65303,13,761000,58538.5,2019-12-26
2022,74637,9,2590094,287788.2,2022-11-18
2021,104263,6,1217988,202998.0,2021-12-31
2019,59077,22,5392515,245114.3,2019-12-30
2022,59033,14,11218856,801346.9,2022-11-19
2023,61951,20,4629278,231463.9,2023-09-22
2022,83103,11,2987785,271616.8,2022-12-26
2020,62913,44,21584886,490565.6,2020-12-30
2021,57607,42,16626988,395880.7,2021-12-29
2024,57765,2,619700,309850.0,2024-03-15
2018,58570,15,2317000,154466.7,2018-12-27
2023,113212,31,13422856,432995.4,2023-12-29
2024,73828,22,3464800,157490.9,2024-04-30
2021,98587,1,385000,385000.0,2021-09-05
2018,57612,5,1268566,253713.2,2018-12-29
2023,59751,51,22648411,444086.5,2023-12-14
2021,69788,16,3951391,246961.9,2021-12-30
2023,119232,9,1753487,194831.9,2023-11-10
2022,117393,6,812761,135460.2,2022-12-24
2021,68869,15,3865311,257687.4,2021-12-05
2023,115982,3,827993,275997.7,2023-12-29
2020,71013,25,7210680,288427.2,2020-12-27
2024,109365,5,3010200,602040.0,2024-03-07
2023,57549,17,3947932,232231.3,2023-09-28
2020,81961,5,3325339,665067.8,2020-12-14
2020,66239,7,1057000,151000.0,2020-05-19
2024,109422,7,386200,55171.4,2024-04-29
2022,104585,2,112186,56093.0,2022-03-26
2021,75440,48,12208652,254346.9,2021-12-27
2023,94177,75,12035088,160467.8,2023-12-02
2019,60232,28,1568836,56029.9,2019-12-18
2022,57561,101,51286820,507790.3,2022-12-28
2022,91660,105,21053891,200513.2,2022-12-25
2023,83724,15,4066200,271080.0,2023-12-27
2021,65860,5,865261,173052.2,2021-12-08
2022,73528,14,2426096,173292.6,2022-12-24
2022,59392,49,8976156,183186.9,2022-12-29
2021,61297,11,1615337,146848.8,2021-11-30
2021,107423,4,587515,146878.8,2021-12-21
2021,63515,24,2876411,119850.5,2021-12-31
2021,69085,77,2254270,29276.2,2021-12-31
2022,65932,19,3969550,208923.7,2022-11-24
2021,64200,19,11170356,587913.5,2021-12-30
2022,64698,9,4821103,535678.1,2022-11-30
2022,99923,1,285000,285000.0,2022-01-17
2021,58645,69,8127719,117793.0,2021-12-22
2023,72910,18,7936466,440914.8,2023-12-29
2024,125273,1,87600,87600.0,2024-03-11
2021,86890,22,4602499,209204.5,2021-12-17
2020,61986,6,790855,131809.2,2020-02-04
2023,58555,4,1398600,349650.0,2023-05-29
2019,62406,3,680000,226666.7,2019-04-05
2020,79839,35,7440272,212579.2,2020-12-31
2023,104828,8,1394400,174300.0,2023-12-15
2019,58685,156,20163829,129255.3,2019-12-28
2022,58708,12,3303712,275309.3,2022-12-26
2021,63004,9,3388975,376552.8,2021-10-31
2023,105464,24,3446564,143606.8,2023-12-22
2017,54766,7,1057365,151052.1,2017-10-01
2023,121688,12,2534110,211175.8,2023-12-10
2023,65056,13,2000718,153901.4,2023-09-06
2020,61728,21,3292165,156769.8,2020-12-31
2019,59764,7,1254727,179246.7,2019-12-21
2022,81349,17,4300457,252968.1,2022-12-09
2019,65721,9,1840000,204444.4,2019-09-22
2022,83300,20,7423673,371183.7,2022-10-19
2023,107356,26,8025277,308664.5,2023-12-30
2022,110787,9,1382893,153654.8,2022-04-18
2019,63788,22,3395000,154318.2,2019-12-10
2020,30243,15,2891525,192768.3,2020-12-25
2021,59936,31,4799776,154831.5,2021-12-23
2023,61024,12,1434978,119581.5,2023-10-22
2023,88716,24,8176247,340677.0,2023-12-09
2021,69259,7,1270973,181567.6,2021-12-17
2022,105356,23,3141215,136574.6,2022-12-24
2021,82021,24,5525241,230218.4,2021-12-25
2024,111747,4,365400,91350.0,2024-05-09
2024,58616,16,12271503,766968.9,2024-05-08
2021,60948,15,2885980,192398.7,2021-12-02
2021,62991,21,8145064,387860.2,2021-12-20
2021,63772,27,6152141,227857.1,2021-12-25
2017,53429,35,7815114,223289.0,2017-08-27
2022,81837,15,2338139,155875.9,2022-05-24
2022,99995,8,2099194,262399.3,2022-08-01
2022,100096,11,1991683,181062.1,2022-12-20
2023,58616,45,32786798,728595.5,2023-12-12
2020,55875,19,5172076,272214.5,2020-09-17
2023,117628,43,11821567,274920.2,2023-12-31
2023,55804,13,3845523,295809.5,2023-12-29
2019,59922,52,4540890,87324.8,2019-12-05
2024,75389,3,865400,288466.7,2024-03-15
2021,59681,6,1615350,269225.0,2021-08-07
2022,87363,24,4481400,186725.0,2022-12-20
2019,59710,48,4478400,93300.0,2019-12-30
2020,70097,39,5407429,138652.0,2020-12-27
2024,64553,14,3635600,259685.7,2024-05-08
2019,63361,5,374300,74860.0,2019-11-14
2020,58964,35,6701775,191479.3,2020-12-26
2023,107745,14,2711823,193701.6,2023-12-05
2020,81321,2,170000,85000.0,2020-08-06
2018,58882,3,149400,49800.0,2018-12-22
2018,58810,4,497000,124250.0,2018-12-16
2022,93135,52,24241108,466175.2,2022-12-26
2019,63801,9,675135,75015.0,2019-12-10
2020,69771,9,743700,82633.3,2020-11-03
2020,64751,3,990000,330000.0,2020-01-22
2019,60164,27,4874400,180533.3,2019-12-13
2022,105170,11,2372820,215710.9,2022-12-05
2019,63638,41,4017692,97992.5,2019-12-24
2019,57373,19,4480449,235813.1,2019-12-30
2023,95849,42,16314984,388452.0,2023-12-28
2019,64542,49,9289735,189586.4,2019-12-24
2024,69195,31,8319300,268364.5,2024-05-10
2019,57151,32,3459856,108120.5,2019-12-24
2024,97592,34,6554668,192784.4,2024-05-12
2024,115135,1,209900,209900.0,2024-01-09
2024,120433,12,4492900,374408.3,2024-05-09
2021,79254,3,798200,266066.7,2021-06-06
2018,57096,12,3864005,322000.4,2018-12-31
2022,97500,38,9593095,252449.9,2022-12-31
2023,114155,27,9116747,337657.3,2023-08-12
2021,96655,6,2094172,349028.7,2021-10-20
2020,59529,74,14916522,201574.6,2020-12-28
2021,87814,5,149475,29895.0,2021-04-05
2023,64841,25,6668927,266757.1,2023-12-01
2022,59213,1,124100,124100.0,2022-11-18
2024,28866,6,2091800,348633.3,2024-05-08
2023,102214,22,4135005,187954.8,2023-12-13
2023,120462,6,594100,99016.7,2023-12-26
2022,95213,53,6236046,117661.2,2022-12-31
2023,84555,3,338051,112683.7,2023-07-05
2023,102038,10,1026883,102688.3,2023-11-26
2021,61920,4,406315,101578.8,2021-07-12
2022,81344,17,2600293,152958.4,2022-05-26
2018,53838,57,11358023,199263.6,2018-12-23
2019,64466,3,765000,255000.0,2019-07-30
2023,87398,14,3095450,221103.6,2023-10-01
2024,106657,12,4413206,367767.2,2024-04-27
2023,58734,34,5529840,162642.4,2023-12-21
2022,65779,10,1552532,155253.2,2022-12-07
2024,123667,13,3283400,252569.2,2024-05-09
2023,121149,1,434400,434400.0,2023-11-03
2020,58206,8,2518040,314755.0,2020-12-26
2019,60319,57,7054000,123754.4,2019-12-31
2019,65593,3,1062495,354165.0,2019-11-26
2019,59700,19,2445885,128730.8,2019-12-20
2023,113914,1,567601,567601.0,2023-09-22
2023,102085,39,6436217,165031.2,2023-12-28
2023,67768,96,52206174,543814.3,2023-12-26
2021,65807,3,1084100,361366.7,2021-07-10
2021,83361,10,2463700,246370.0,2021-12-11
2020,70822,7,5333998,761999.7,2020-03-19
2018,57188,22,4619016,209955.3,2018-12-03
2024,91086,12,1813600,151133.3,2024-05-11
2019,68314,11,2950438,268221.6,2019-12-26
2020,74841,5,675124,135024.8,2020-11-04
2023,63081,24,7282595,303441.5,2023-12-19
2023,66909,2,983338,491669.0,2023-07-06
2023,99744,16,6969569,435598.1,2023-12-10
2019,62296,18,3258900,181050.0,2019-11-09
2019,57940,40,5558808,138970.2,2019-04-29
2019,64954,16,4754000,297125.0,2019-08-14
2020,66289,38,4770970,125551.8,2020-12-16
2022,67209,15,1276743,85116.2,2022-12-03
2021,52277,25,6210900,248436.0,2021-11-11
2024,72236,36,10179009,282750.3,2024-05-12
2020,61435,7,655480,93640.0,2020-10-31
2020,57528,15,5619353,374623.5,2020-12-24
2019,65825,22,2409830,109537.7,2019-12-25
2021,57899,9,2267189,251909.9,2021-12-09
2021,55703,33,9410249,285159.1,2021-12-25
2023,63614,7,344113,49159.0,2023-11-05
2022,83424,8,1776580,222072.5,2022-11-27
2022,59805,30,3702681,123422.7,2022-12-27
2023,112916,20,8508059,425403.0,2023-12-07
2023,108505,33,6236903,188997.1,2023-12-26
2018,58215,5,352000,70400.0,2018-12-20
2024,55905,5,701400,140280.0,2024-03-28
2024,77284,16,2384100,149006.3,2024-05-01
2020,66141,1,186000,186000.0,2020-08-22
2022,114856,4,711803,177950.8,2022-12-13
2019,62082,18,1180405,65578.1,2019-12-21
2024,119416,24,5450800,227116.7,2024-04-21
2021,57401,12,3492390,291032.5,2021-09-13
2023,70151,25,6275337,251013.5,2023-12-27
2024,59797,11,1145700,104154.5,2024-05-10
2024,55045,7,2943714,420530.6,2024-05-13
2022,69321,17,4768320,280489.4,2022-12-28
2017,53585,55,19061000,346563.6,2017-12-30
2018,54611,12,1338499,111541.6,2018-12-13
2019,62114,37,5371874,145185.8,2019-12-30
2022,99573,5,1292400,258480.0,2022-11-21
2023,101900,20,10876821,543841.1,2023-12-31
2021,82540,18,3319913,184439.6,2021-11-22
2019,66343,44,5999612,136354.8,2019-12-31
2021,89877,16,3693280,230830.0,2021-12-14
2023,105515,11,2126992,193362.9,2023-08-15
2020,55228,7,1041335,148762.1,2020-03-17
2024,103631,8,1439300,179912.5,2024-05-13
2019,63074,20,1398341,69917.1,2019-12-30
2019,59468,26,3047404,117207.8,2019-07-11
2024,60018,15,8923107,594873.8,2024-03-06
2018,23968,41,15088034,368000.8,2018-12-15
2023,113979,13,9590084,737698.8,2023-11-06
2021,53842,15,2572825,171521.7,2021-09-11
2023,89266,1,217800,217800.0,2023-01-26
2020,67588,3,320367,106789.0,2020-10-15
2023,120463,29,9447331,325770.0,2023-12-28
2021,73653,5,895600,179120.0,2021-07-30
2022,108483,13,3783748,291057.5,2022-12-24
2019,62558,2,105470,52735.0,2019-04-25
2022,97726,21,1496441,71259.1,2022-12-30
2018,58820,12,1622600,135216.7,2018-12-23
2019,57403,5,902560,180512.0,2019-03-30
2021,97957,18,4040600,224477.8,2021-12-05
2021,65276,2,791000,395500.0,2021-07-11
2024,118878,12,3554700,296225.0,2024-04-17
2019,62447,8,726160,90770.0,2019-12-29
2020,74319,13,2110585,162352.7,2020-12-24
2022,77432,4,1555962,388990.5,2022-04-28
2019,60456,8,1890330,236291.3,2019-03-17
2022,57342,16,13684034,855252.1,2022-12-13
2019,66094,2,699135,349567.5,2019-12-13
2022,85149,24,1016550,42356.3,2022-12-27
2019,61538,15,2849000,189933.3,2019-08-27
2023,119614,22,7525646,342074.8,2023-12-24
2020,73906,32,9490179,296568.1,2020-12-30
2023,105305,12,4379277,364939.8,2023-12-10
2021,23689,49,15820129,322859.8,2021-12-20
2023,76608,5,2939506,587901.2,2023-10-05
2023,119073,9,704400,78266.7,2023-10-07
2023,118109,24,4952117,206338.2,2023-12-29
2024,114506,19,2989500,157342.1,2024-05-12
2021,67956,3,1492051,497350.3,2021-06-20
2024,103718,7,1925300,275042.9,2024-04-22
2019,67033,24,2872336,119680.7,2019-12-28
2024,103748,15,6704300,446953.3,2024-05-12
2021,57284,8,2954300,369287.5,2021-12-15
2023,121139,3,251300,83766.7,2023-12-02
2017,55348,14,2418400,172742.9,2017-09-18
2021,61682,21,9208634,438506.4,2021-12-14
2021,89598,11,1644899,149536.3,2021-10-09
2020,82349,7,3724208,532029.7,2020-09-03
2021,57610,27,8327319,308419.2,2021-12-27
2021,82363,13,1012974,77921.1,2021-12-10
2020,65731,39,11300788,289763.8,2020-12-27
2020,70093,24,2068609,86192.0,2020-12-26
2020,55651,1,46000,46000.0,2020-09-06
2024,123608,27,5508400,204014.8,2024-05-11
2021,73941,5,2108800,421760.0,2021-12-11
2021,100824,3,279499,93166.3,2021-11-13
2019,60965,14,1555478,111105.6,2019-12-11
2019,58165,34,10707338,314921.7,2019-12-31
2020,70914,11,637927,57993.4,2020-11-05
2019,59377,16,3085572,192848.3,2019-07-13
2024,68133,1,144500,144500.0,2024-01-13
2020,58524,5,1236883,247376.6,2020-12-17
2022,55464,18,7721536,428974.2,2022-12-26
2019,58598,7,3203610,457658.6,2019-08-14
2019,61281,20,2672285,133614.3,2019-11-25
2018,53705,24,4608513,192021.4,2018-12-26
2019,26948,30,32224265,1074142.2,2019-12-07
2020,60572,65,16930584,260470.5,2020-12-31
2022,85332,15,1196604,79773.6,2022-12-18
2022,107659,19,1797040,94581.1,2022-12-22
2020,62099,6,1546008,257668.0,2020-10-22
2021,105512,1,32400,32400.0,2021-10-22
2022,62554,8,1428510,178563.8,2022-12-11
2020,69744,4,277192,69298.0,2020-02-13
2022,110771,15,3375150,225010.0,2022-12-14
2021,70218,6,1158000,193000.0,2021-12-30
2019,68669,8,864294,108036.8,2019-12-15
2021,65369,8,3131050,391381.3,2021-09-26
2019,66790,17,3398200,199894.1,2019-12-27
2019,60296,6,891840,148640.0,2019-04-17
2022,110113,5,998653,199730.6,2022-04-02
2021,57532,22,6310515,286841.6,2021-11-13
2019,58771,22,2700070,122730.5,2019-10-20
2019,57508,13,1744170,134166.9,2019-06-26
2019,61607,2,329000,164500.0,2019-09-25
2019,61978,10,686000,68600.0,2019-11-30
2024,119187,7,555200,79314.3,2024-05-09
2021,70951,3,566340,188780.0,2021-04-13
2023,71769,18,11214129,623007.2,2023-12-04
2020,69514,20,1964573,98228.7,2020-11-19
2021,72920,14,3093882,220991.6,2021-11-07
2020,66421,20,4275422,213771.1,2020-10-19
2022,92242,2,258299,129149.5,2022-05-04
2021,89343,24,3272274,136344.8,2021-10-30
2019,64948,17,6773666,398450.9,2019-12-27
2022,55045,20,6912958,345647.9,2022-12-26
2023,119399,8,2567142,320892.8,2023-09-22
2021,89397,12,1531648,127637.3,2021-12-29
2020,62651,8,1509817,188727.1,2020-09-07
2020,60423,8,1415793,176974.1,2020-12-24
2021,68636,2,700516,350258.0,2021-07-01
2019,59137,10,4728071,472807.1,2019-11-05
2022,117061,2,187152,93576.0,2022-10-06
2024,57565,24,10583686,440986.9,2024-05-06
2019,60014,16,335500,20968.8,2019-12-30
2022,64421,22,11693709,531532.2,2022-12-10
2022,80413,12,1975839,164653.3,2022-12-30
2022,113645,11,896735,81521.4,2022-10-04
2023,85422,3,271238,90412.7,2023-01-09
2023,99630,8,3191904,398988.0,2023-12-08
2022,65112,12,4031914,335992.8,2022-09-25
2022,66980,15,5561079,370738.6,2022-12-16
2021,62352,1,211724,211724.0,2021-07-03
2021,79326,7,878837,125548.1,2021-10-25
2021,94286,2,221658,110829.0,2021-07-20
2024,55126,6,629900,104983.3,2024-02-03
2021,75139,14,2137201,152657.2,2021-11-22
2022,77476,1,91656,91656.0,2022-07-27
2021,68949,34,23147970,680822.6,2021-12-30
2024,58203,5,2678500,535700.0,2024-04-25
2018,59645,4,1583000,395750.0,2018-12-27
2020,69502,7,1389155,198450.7,2020-11-19
2022,80999,23,6392248,277923.8,2022-12-27
2020,72391,2,286000,143000.0,2020-02-02
2020,64157,6,2113713,352285.5,2020-10-20
2020,57682,18,4164633,231368.5,2020-09-07
2022,84350,13,2749871,211528.5,2022-12-22
2019,58816,43,10500450,244196.5,2019-12-07
2020,62442,14,2425032,173216.6,2020-11-22
2022,70494,25,4762148,190485.9,2022-11-02
2022,66746,71,36623426,515822.9,2022-12-24
2022,57427,23,8051293,350056.2,2022-11-07
2021,58206,16,4691536,293221.0,2021-12-13
2022,57528,7,1762264,251752.0,2022-09-02
2024,122453,2,632700,316350.0,2024-03-20
2023,71770,14,3651548,260824.9,2023-11-22
2021,85070,8,2998971,374871.4,2021-07-24
2020,57762,4,806551,201637.8,2020-07-16
2024,67230,33,12702048,384910.5,2024-05-13
2024,97830,16,4852200,303262.5,2024-05-11
2018,52412,5,2449000,489800.0,2018-09-14
2020,68500,4,1030000,257500.0,2020-09-23
2022,94418,47,7083007,150702.3,2022-12-26
2021,93932,7,632000,90285.7,2021-12-03
2017,50956,37,8324001,224973.0,2017-10-29
2023,89486,4,2900949,725237.3,2023-07-31
2020,66946,3,3449000,1149666.7,2020-11-16
2022,73192,23,6422530,279240.4,2022-11-23
2022,27213,18,21986957,1221497.6,2022-12-05
2022,117085,24,3187215,132800.6,2022-12-22
2019,55917,36,13602545,377848.5,2019-12-26
2021,93212,8,1563700,195462.5,2021-12-05
2021,68133,16,3021579,188848.7,2021-12-29
2022,109607,2,312479,156239.5,2022-01-17
2023,107064,58,18415485,317508.4,2023-12-31
2024,101811,19,2073300,109121.1,2024-05-06
2023,65696,10,1297410,129741.0,2023-12-01
2020,76487,11,1628056,148005.1,2020-12-03
2021,85491,8,1768099,221012.4,2021-08-28
2023,75503,46,11697134,254285.5,2023-12-31
2021,67880,3,671100,223700.0,2021-04-02
2019,61312,10,3767799,376779.9,2019-10-18
2021,57490,6,2472100,412016.7,2021-11-12
2023,107949,4,596000,149000.0,2023-12-17
2020,73009,6,2756520,459420.0,2020-12-16
2023,122420,3,917700,305900.0,2023-12-25
2019,65191,53,18038523,340349.5,2019-12-27
2024,62069,6,2068400,344733.3,2024-04-14
2023,92947,27,9545493,353536.8,2023-12-26
2021,86705,16,3719307,232456.7,2021-12-13
2023,120994,9,1844202,204911.3,2023-11-19
2022,68634,1,223578,223578.0,2022-01-14
2021,67033,25,3506419,140256.8,2021-11-13
2018,57033,30,10710474,357015.8,2018-12-15
2022,103391,3,542425,180808.3,2022-09-08
2021,58526,32,7496880,234277.5,2021-12-31
2023,99786,14,5623420,401672.9,2023-10-02
2023,58450,25,9334419,373376.8,2023-12-05
2022,104889,16,748520,46782.5,2022-07-23
2023,119213,23,4239020,184305.2,2023-12-21
2023,116508,7,1922000,274571.4,2023-10-13
2022,87375,4,1445025,361256.3,2022-11-27
2020,69689,7,388118,55445.4,2020-06-26
2019,36217,28,4390550,156805.4,2019-08-22
2020,64463,20,6227137,311356.9,2020-12-27
2019,58792,22,2510871,114130.5,2019-12-25
2021,71486,10,1288188,128818.8,2021-12-28
2022,64988,10,6948846,694884.6,2022-11-20
2023,86997,14,3069828,219273.4,2023-12-24
2021,71011,3,1540900,513633.3,2021-12-26
2023,109218,2,583100,291550.0,2023-08-14
2024,119859,2,1036400,518200.0,2024-01-21
2021,30245,26,6554999,252115.3,2021-12-21
2021,87479,23,1887385,82060.2,2021-12-30
2021,92543,8,1430925,178865.6,2021-10-17
2018,56068,9,1610250,178916.7,2018-05-06
2020,53903,9,1461341,162371.2,2020-12-31
2019,59260,2,176000,88000.0,2019-02-16
2020,65104,13,2546589,195891.5,2020-12-25
2021,98115,3,496611,165537.0,2021-10-16
2022,80049,19,4447458,234076.7,2022-12-18
2020,73008,8,678331,84791.4,2020-09-17
2022,58714,20,5385794,269289.7,2022-12-10
2024,79996,17,2678900,157582.4,2024-05-13
2022,116907,7,2426974,346710.6,2022-12-06
2019,59631,40,10454916,261372.9,2019-12-21
2019,63148,4,576085,144021.3,2019-07-23
2019,68430,3,494000,164666.7,2019-12-15
2023,82481,47,12716403,270561.8,2023-12-06
2020,60310,19,3000557,157924.1,2020-12-27
2022,69425,55,14141573,257119.5,2022-12-23
2021,91512,2,200200,100100.0,2021-09-10
2020,58372,24,2806021,116917.5,2020-11-28
2022,113594,2,566087,283043.5,2022-07-03
2023,85312,11,2279856,207259.6,2023-08-19
2024,76808,14,6102500,435892.9,2024-05-11
2018,59079,14,5203000,371642.9,2018-12-24
2024,69031,20,1481100,74055.0,2024-05-13
2021,57500,17,4196899,246876.4,2021-10-01
2019,64961,20,2069250,103462.5,2019-11-23
2020,59273,5,295800,59160.0,2020-12-27
2020,72884,4,3065440,766360.0,2020-02-26
2019,70882,4,416985,104246.3,2019-12-24
2019,57206,24,6035114,251463.1,2019-11-21
2022,79321,42,7913977,188428.0,2022-12-15
2019,64824,4,929000,232250.0,2019-08-25
2021,80805,44,7941710,180493.4,2021-12-19
2024,58501,32,12339300,385603.1,2024-05-01
2022,81006,12,3045904,253825.3,2022-05-18
2022,72983,23,7134782,310207.9,2022-12-21
2024,125442,2,2776634,1388317.0,2024-03-26
2021,62059,15,12735745,849049.7,2021-11-06
2019,58732,20,2883172,144158.6,2019-11-23
2022,54064,11,2600620,236420.0,2022-12-04
2023,117521,27,5184526,192019.5,2023-12-20
2020,57448,21,1446459,68879.0,2020-12-19
2023,113750,1,148300,148300.0,2023-08-13
2023,82716,6,721300,120216.7,2023-09-20
2022,54729,21,5270217,250962.7,2022-12-13
2023,63183,3,239023,79674.3,2023-07-18
2020,87495,1,111200,111200.0,2020-12-17
2021,87487,15,2520141,168009.4,2021-12-18
2020,76764,4,1318000,329500.0,2020-11-13
2023,76228,23,11621030,505262.2,2023-12-20
2020,85563,2,356464,178232.0,2020-11-16
2021,89775,21,4412552,210121.5,2021-11-26
2020,69214,7,1096355,156622.1,2020-11-07
2021,84689,13,3202000,246307.7,2021-11-01
2020,66730,12,3417306,284775.5,2020-09-11
2021,61705,28,4671427,166836.7,2021-12-28
2021,83358,8,1001897,125237.1,2021-12-29
2019,63918,7,1000550,142935.7,2019-11-08
2020,73081,4,1729460,432365.0,2020-12-11
2024,122496,1,139500,139500.0,2024-01-07
2022,89417,11,1547848,140713.5,2022-12-22
2020,82842,5,1818437,363687.4,2020-12-26
2023,82863,7,1199599,171371.3,2023-12-21
2022,104372,12,3572137,297678.1,2022-12-20
2022,67222,8,2770943,346367.9,2022-12-13
2024,86679,28,6466500,230946.4,2024-05-11
2022,58651,3,1104493,368164.3,2022-06-26
2021,78738,17,1511377,88904.5,2021-12-16
2019,58061,35,13516585,386188.1,2019-12-23
2020,72449,23,2341629,101810.0,2020-12-30
2022,109890,41,13460921,328315.1,2022-12-29
2021,71573,33,5634200,170733.3,2021-12-18
2021,57714,17,2680620,157683.5,2021-12-10
2021,64138,24,6273907,261412.8,2021-12-13
2022,72153,5,539400,107880.0,2022-07-21
2019,63025,6,2522000,420333.3,2019-10-16
2023,70861,43,6560620,152572.6,2023-12-31
2019,63067,41,7710305,188056.2,2019-11-26
2020,65388,37,7297326,197225.0,2020-12-29
2023,60862,26,8804980,338653.1,2023-12-10
2023,72719,2,642900,321450.0,2023-10-27
2022,73213,23,3634990,158043.0,2022-11-22
2019,58612,1,526000,526000.0,2019-06-11
2020,72476,16,2471884,154492.8,2020-12-29
2021,90657,9,311392,34599.1,2021-07-11
2022,102170,8,4741511,592688.9,2022-10-05
2022,70135,5,2231942,446388.4,2022-09-10
2018,58682,21,10426500,496500.0,2018-12-28
2018,57787,9,4283000,475888.9,2018-12-09
2022,115401,7,1624448,232064.0,2022-12-20
2019,61641,11,1877900,170718.2,2019-08-10
2021,89096,1,570000,570000.0,2021-01-17
2017,55734,11,1431000,130090.9,2017-12-28
2022,83830,14,5667219,404801.4,2022-11-29
2023,105387,14,4257092,304078.0,2023-11-16
2022,75623,37,9256568,250177.5,2022-10-16
2021,66311,11,1411715,128337.7,2021-07-17
2020,71973,7,1144698,163528.3,2020-07-22
2021,104421,2,694000,347000.0,2021-11-15
2022,105833,5,610000,122000.0,2022-04-26
2019,64080,26,7264000,279384.6,2019-12-15
2019,67503,3,682000,227333.3,2019-08-27
2020,61019,3,1133124,377708.0,2020-10-04
2020,62461,4,1680865,420216.3,2020-03-04
2020,55731,58,29461500,507956.9,2020-12-18
2021,81643,17,2068589,121681.7,2021-11-22
2024,102807,5,747900,149580.0,2024-02-02
2021,69038,19,1202741,63302.2,2021-12-03
2023,62417,5,658000,131600.0,2023-11-04
2022,108622,3,699800,233266.7,2022-01-15
2022,90152,35,6144021,175543.5,2022-12-25
2021,55905,17,1947983,114587.2,2021-12-18
2021,62873,18,4309309,239406.1,2021-12-21
2019,58869,24,7010619,292109.1,2019-12-31
2024,121675,7,2650400,378628.6,2024-05-06
2021,83466,8,677666,84708.3,2021-12-28
2024,124166,13,4730200,363861.5,2024-05-09
2024,68831,6,1634000,272333.3,2024-05-06
2022,86384,64,17140992,267828.0,2022-12-29
2024,83337,2,348100,174050.0,2024-05-07
2024,102475,8,2409600,301200.0,2024-05-08
2020,53899,4,938339,234584.8,2020-01-28
2022,57526,13,3546238,272787.5,2022-12-17
2022,50951,6,3146749,524458.2,2022-04-29
2024,118115,14,6905300,493235.7,2024-04-10
2023,64136,8,3674805,459350.6,2023-08-23
2022,97164,13,3328446,256034.3,2022-10-14
2023,119414,11,3215470,292315.5,2023-12-30
2022,84949,5,561392,112278.4,2022-11-20
2023,103687,10,6680515,668051.5,2023-12-23
2023,93841,14,4256684,304048.9,2023-12-31
2023,72134,7,3563900,509128.6,2023-11-23
2024,100967,7,2680300,382900.0,2024-04-18
2024,108419,18,4889694,271649.7,2024-05-01
2020,58572,31,6217703,200571.1,2020-12-22
2020,70538,3,1140160,380053.3,2020-01-28
2021,58196,5,998995,199799.0,2021-10-22
2022,55405,7,1911565,273080.7,2022-11-05
2023,119047,36,5098103,141614.0,2023-12-02
2023,84702,17,4282848,251932.2,2023-12-09
2020,65860,11,2000454,181859.5,2020-12-25
2022,81424,9,815599,90622.1,2022-12-12
2022,105875,13,4795979,368921.5,2022-12-30
2020,66038,17,2011862,118344.8,2020-12-26
2021,101040,2,480600,240300.0,2021-12-10
