YEAR,BUYING_DEALER,TOKEN_DONE,SUM_BID_AT_BOUGHT,AVG_BID_AT_BOUGHT,RECENT_BUY_DATE
2023,93945,19,9396658,494560.9,2023-12-16
2023,118289,1,109800,109800.0,2023-12-21
2021,82434,17,2037998,119882.2,2021-09-17
2020,81613,83,40066367,482727.3,2020-12-07
2021,82973,140,38527581,275197.0,2021-12-31
2020,64187,98,35411151,361338.3,2020-12-29
2021,72128,19,6552437,344865.1,2021-12-05
2023,83655,41,13685390,333790.0,2023-12-22
2022,61885,136,48926397,359752.9,2022-12-27
2023,66350,6,570600,95100.0,2023-10-16
2022,65978,85,31847495,374676.4,2022-12-30
2022,73708,17,4025705,236806.2,2022-12-26
2024,105079,11,5373000,488454.5,2024-05-02
2023,62463,15,4138398,275893.2,2023-12-13
2023,92696,7,2575400,367914.3,2023-12-12
2023,119121,17,4554334,267902.0,2023-12-10
2024,60523,12,2114600,176216.7,2024-05-12
2023,85350,79,19338859,244795.7,2023-12-31
2020,61713,19,4164456,219181.9,2020-11-21
2019,52939,62,6282190,101325.6,2019-12-28
2020,87795,15,654500,43633.3,2020-12-31
2021,57084,7,2661657,380236.7,2021-12-22
2022,60206,37,10473940,283079.5,2022-12-23
2023,59600,34,6700365,197069.6,2023-12-30
2021,57373,29,7112131,245245.9,2021-12-25
2021,100786,26,2174219,83623.8,2021-12-31
2022,80887,19,5103119,268585.2,2022-09-08
2023,105331,49,9770457,199397.1,2023-12-06
2019,60200,44,12716190,289004.3,2019-12-14
2019,62393,22,5610291,255013.2,2019-12-30
2022,62235,11,1785628,162329.8,2022-06-29
2022,108917,19,5453664,287034.9,2022-04-07
2022,99888,1,1250000,1250000.0,2022-02-04
2021,75039,57,18738328,328742.6,2021-12-31
2023,87487,29,6791421,234186.9,2023-12-29
2019,60280,17,2605220,153248.2,2019-12-09
2023,61600,6,1356883,226147.2,2023-09-30
2022,61169,59,5775132,97883.6,2022-12-29
2021,53558,25,19952443,798097.7,2021-12-27
2024,105231,8,2246000,280750.0,2024-05-12
2019,57857,46,11137800,242126.1,2019-12-28
2019,60597,8,1608170,201021.3,2019-12-16
2021,62690,5,585800,117160.0,2021-07-02
2023,61426,88,28839498,327721.6,2023-12-25
2022,101689,34,9955374,292805.1,2022-12-31
2024,81120,3,3375584,1125194.7,2024-02-23
2021,61981,23,7732391,336190.9,2021-10-20
2024,114669,9,5233949,581549.9,2024-05-09
2020,61839,22,4330597,196845.3,2020-12-22
2018,55382,201,40822167,203095.4,2018-12-30
2019,61918,44,7267268,165165.2,2019-12-29
2023,92094,14,7472334,533738.1,2023-12-07
2023,59237,75,46815360,624204.8,2023-12-24
2024,55631,95,15189408,159888.5,2024-05-10
2020,74975,26,14825506,570211.8,2020-12-31
2023,102482,55,11199071,203619.5,2023-12-29
2020,63294,59,23424854,397031.4,2020-12-15
2020,60227,16,4229315,264332.2,2020-12-08
2022,112720,6,322489,53748.2,2022-09-24
2024,65770,5,1755500,351100.0,2024-04-05
2023,70937,17,4498394,264611.4,2023-12-12
2022,66370,50,10201119,204022.4,2022-12-22
2022,81441,40,8632469,215811.7,2022-12-25
2018,55631,350,45140874,128973.9,2018-12-31
2023,108891,26,2537329,97589.6,2023-12-18
2021,58123,68,22758892,334689.6,2021-12-31
2022,57159,10,3386575,338657.5,2022-12-17
2024,92802,20,6922900,346145.0,2024-05-03
2019,55850,145,34917354,240809.3,2019-12-27
2021,68031,24,5267311,219471.3,2021-11-03
2022,69059,59,2779545,47110.9,2022-12-27
2021,58129,52,12647697,243224.9,2021-12-29
2023,116558,8,2644046,330505.8,2023-09-22
2019,60412,6,486735,81122.5,2019-10-17
2024,123595,20,971800,48590.0,2024-05-13
2022,90358,105,11058082,105315.1,2022-12-28
2023,120417,3,276300,92100.0,2023-12-15
2023,72581,8,3088724,386090.5,2023-10-14
2021,100689,24,1176867,49036.1,2021-12-30
2021,76559,39,1766973,45307.0,2021-12-12
2019,66931,5,1531000,306200.0,2019-12-13
2022,63934,25,3699879,147995.2,2022-11-24
2024,120250,4,316500,79125.0,2024-04-14
2023,115708,78,11755125,150706.7,2023-12-07
2021,60069,57,13610934,238788.3,2021-12-22
2019,57735,111,49641288,447218.8,2019-12-25
2023,59646,21,3293477,156832.2,2023-12-29
2020,56076,8,2679065,334883.1,2020-11-10
2020,61328,13,3608443,277572.5,2020-12-23
2022,90697,1,301800,301800.0,2022-10-27
2024,66708,2,157400,78700.0,2024-05-12
2023,117103,23,6955322,302405.3,2023-12-11
2023,86115,8,1589502,198687.8,2023-12-13
2023,65655,36,3653400,101483.3,2023-12-25
2022,86545,9,931818,103535.3,2022-12-25
2018,53482,142,40001488,281700.6,2018-09-25
2017,53842,41,9812500,239329.3,2017-12-28
2022,83307,20,5176800,258840.0,2022-08-19
2023,83584,58,11892449,205042.2,2023-12-29
2022,112000,185,33675762,182031.1,2022-12-31
2019,55939,6,2451720,408620.0,2019-08-20
2024,75472,1,305000,305000.0,2024-01-02
2020,75749,5,449737,89947.4,2020-11-29
2022,110153,11,1495233,135930.3,2022-12-11
2021,73616,18,4831539,268418.8,2021-11-24
2023,58631,42,12611374,300270.8,2023-12-11
2021,76001,1,305000,305000.0,2021-08-07
2024,97204,8,1823600,227950.0,2024-05-04
2019,57702,190,43950464,231318.2,2019-12-31
2023,67187,14,1304055,93146.8,2023-09-26
2018,55826,19,1278499,67289.4,2018-12-16
2023,104964,31,3420865,110350.5,2023-12-27
2021,91287,29,3884324,133942.2,2021-11-18
2023,117950,29,5130647,176918.9,2023-12-24
2022,70363,5,3554287,710857.4,2022-06-30
2020,62078,38,1230633,32385.1,2020-12-30
2024,60029,43,19011209,442121.1,2024-05-06
2023,83647,12,2196205,183017.1,2023-10-07
2024,65895,11,4530220,411838.2,2024-04-25
2019,58057,27,3363435,124571.7,2019-12-22
2023,70078,19,3069609,161558.4,2023-12-28
2022,66790,5,1988700,397740.0,2022-12-14
2020,55767,53,16846396,317856.5,2020-12-24
2024,124077,3,460400,153466.7,2024-04-22
2023,85083,78,11132353,142722.5,2023-12-18
2023,92262,64,23337965,364655.7,2023-12-17
2024,58489,33,5836400,176860.6,2024-05-04
2021,71432,133,19729462,148341.8,2021-12-29
2020,70553,46,17555648,381644.5,2020-12-31
2020,59857,15,1883824,125588.3,2020-12-31
2023,103137,49,37947288,774434.4,2023-12-29
2019,61235,22,6191615,281437.0,2019-05-17
2020,66300,2,957000,478500.0,2020-01-21
2023,58202,48,15335265,319484.7,2023-12-24
2019,61789,4,1251664,312916.0,2019-06-28
2022,108920,10,715015,71501.5,2022-12-15
2022,82377,3,1049760,349920.0,2022-07-02
2023,103768,21,3073271,146346.2,2023-10-11
2022,61091,23,4618519,200805.2,2022-07-20
2022,58282,27,3338241,123638.6,2022-12-30
2022,81697,11,391728,35611.6,2022-12-04
2022,57715,128,14083650,110028.5,2022-12-28
2020,74098,1,36635,36635.0,2020-02-09
2023,117584,44,3600080,81820.0,2023-12-30
2021,69638,17,4635038,272649.3,2021-11-07
2019,68251,19,4671010,245842.6,2019-12-18
2021,63374,83,13057952,157324.7,2021-09-30
2023,71200,92,29668635,322485.2,2023-12-30
2021,76597,11,3347276,304297.8,2021-12-25
2017,54749,7,4281250,611607.1,2017-11-15
2018,55287,47,14026370,298433.4,2018-12-29
2023,53495,44,17218601,391331.8,2023-12-30
2023,117655,39,16858703,432274.4,2023-12-29
2023,100049,62,8877953,143192.8,2023-12-23
2022,57154,15,5054634,336975.6,2022-10-19
2024,117754,17,6498300,382252.9,2024-05-11
2018,57043,20,2484299,124215.0,2018-12-07
2023,57618,92,52532555,571006.0,2023-12-23
2022,67745,17,3533576,207857.4,2022-11-30
2020,60586,20,4517040,225852.0,2020-12-21
2019,63418,36,2079429,57761.9,2019-12-21
2023,91305,8,1614116,201764.5,2023-08-01
2019,65890,28,3749920,133925.7,2019-12-27
2023,119668,13,3324006,255692.8,2023-11-08
2019,61154,13,4061000,312384.6,2019-11-14
2022,52230,80,13696484,171206.1,2022-12-17
2022,61449,26,4585973,176383.6,2022-08-21
2022,114827,11,3731628,339238.9,2022-12-28
2021,70783,38,7374494,194065.6,2021-12-14
2023,76559,57,4767218,83635.4,2023-12-19
2024,117517,31,8320914,268416.6,2024-05-13
2023,89501,16,3439939,214996.2,2023-12-22
2023,63853,47,4293440,91349.8,2023-12-23
2023,64126,37,5693892,153889.0,2023-08-01
2019,59817,15,1488800,99253.3,2019-05-03
2023,58267,154,46777857,303752.3,2023-12-18
2024,60354,5,982900,196580.0,2024-05-07
2023,112484,80,20487951,256099.4,2023-12-30
2021,65326,7,1691200,241600.0,2021-12-23
2023,116672,7,7235719,1033674.1,2023-11-19
2022,108789,14,2608668,186333.4,2022-07-16
2019,60623,20,2993016,149650.8,2019-12-26
2021,91106,24,5385912,224413.0,2021-12-24
2023,73221,24,3798439,158268.3,2023-11-11
2020,65028,3,781000,260333.3,2020-03-08
2023,60572,46,15512889,337236.7,2023-12-20
2023,74821,8,2251376,281422.0,2023-10-04
2024,124688,4,957800,239450.0,2024-03-19
2020,68086,27,3753777,139028.8,2020-12-25
2019,10522,29,8719708,300679.6,2019-08-01
2024,95160,5,1226100,245220.0,2024-04-26
2020,59394,36,6052810,168133.6,2020-11-25
2023,62415,17,3069037,180531.6,2023-12-22
2022,83088,12,6159896,513324.7,2022-09-06
2022,60901,11,3046063,276914.8,2022-12-01
2024,74735,27,4196300,155418.5,2024-05-11
2019,54750,82,16402854,200034.8,2019-12-31
2019,57833,14,3411865,243704.6,2019-12-20
2019,57836,15,1144235,76282.3,2019-12-12
2021,64253,27,7303581,270503.0,2021-12-22
2020,67470,125,3434883,27479.1,2020-12-30
2023,117180,2,1022086,511043.0,2023-11-28
2022,112848,2,2228112,1114056.0,2022-04-22
2021,58043,65,16652894,256198.4,2021-12-20
2022,81241,37,4036079,109083.2,2022-12-27
2023,62269,12,2955484,246290.3,2023-12-06
2019,62983,4,1072220,268055.0,2019-08-02
2022,87145,12,3248885,270740.4,2022-11-19
2024,80218,12,2590300,215858.3,2024-03-16
2020,61943,13,5046789,388214.5,2020-12-12
2022,60348,13,3941196,303168.9,2022-12-15
2020,66735,1,151000,151000.0,2020-09-17
2023,89316,13,2110808,162369.8,2023-12-14
2019,56083,27,7064017,261630.3,2019-12-19
2021,61169,46,4953223,107678.8,2021-12-29
2023,81175,33,3898225,118128.0,2023-12-26
2020,69370,11,2150047,195458.8,2020-12-12
2022,76730,60,9156772,152612.9,2022-12-24
2023,117608,56,6915271,123487.0,2023-12-19
2022,103274,32,6304300,197009.4,2022-12-31
2023,57866,3,1228390,409463.3,2023-09-12
2023,117768,55,13146937,239035.2,2023-12-27
2019,30244,24,4354428,181434.5,2019-12-07
2021,67222,19,3698411,194653.2,2021-12-18
2018,55338,23,12319250,535619.6,2018-11-23
2018,57571,32,10893907,340434.6,2018-12-29
2022,88024,32,9948258,310883.1,2022-12-10
2020,73234,29,2345032,80863.2,2020-12-23
2024,116081,6,636800,106133.3,2024-05-06
2024,104299,6,2278300,379716.7,2024-04-27
2023,84636,84,12874515,153268.0,2023-12-23
2021,71259,11,3390265,308205.9,2021-04-11
2023,114428,4,648719,162179.8,2023-10-05
2019,60999,23,4601809,200078.7,2019-11-17
2022,69128,80,28050511,350631.4,2022-12-30
2024,66119,10,1668600,166860.0,2024-05-10
2024,62114,33,6059400,183618.2,2024-05-09
2023,113423,22,2942044,133729.3,2023-12-27
2024,111233,22,13382201,608281.9,2024-05-11
2024,81507,9,2355300,261700.0,2024-04-24
2018,55347,54,6222605,115233.4,2018-12-29
2021,62442,26,4511426,173516.4,2021-11-29
2020,58543,15,6620615,441374.3,2020-12-18
2022,87177,23,8119061,353002.7,2022-12-03
2019,59832,55,4165944,75744.4,2019-12-22
2023,117625,30,2514829,83827.6,2023-09-09
2022,67360,45,9279928,206220.6,2022-12-20
2023,57983,90,30822866,342476.3,2023-12-28
2022,57373,33,6146967,186271.7,2022-12-27
2023,61165,122,16935543,138815.9,2023-12-29
2021,59752,10,903875,90387.5,2021-12-31
2021,54054,3,946348,315449.3,2021-09-21
2023,113413,41,9434548,230110.9,2023-12-18
2023,91894,7,1560744,222963.4,2023-12-18
2020,62118,51,11346286,222476.2,2020-12-31
2020,59972,28,5560654,198594.8,2020-10-16
2023,109694,31,13222767,426540.9,2023-12-28
2021,87563,57,10225370,179392.5,2021-12-27
2018,57362,22,2474927,112496.7,2018-12-21
2019,53887,30,5545500,184850.0,2019-10-05
2019,57716,21,5197600,247504.8,2019-12-20
2024,82200,10,1448900,144890.0,2024-03-29
2020,83403,30,5668378,188945.9,2020-12-29
2020,58527,53,9358124,176568.4,2020-12-15
2023,63026,4,1389715,347428.8,2023-04-19
2022,91621,39,7207054,184796.3,2022-12-25
2023,100412,6,2389408,398234.7,2023-08-14
2021,10002,82,34032393,415029.2,2021-12-31
2017,54603,55,18846511,342663.8,2017-12-21
2022,69724,25,9726659,389066.4,2022-12-15
2023,84786,25,7230419,289216.8,2023-12-29
2022,82348,58,14150547,243974.9,2022-12-23
2018,55242,13,2705500,208115.4,2018-12-23
2020,57161,1,420000,420000.0,2020-02-18
2023,69521,17,6269545,368796.8,2023-12-21
2021,83850,19,5485189,288694.2,2021-12-28
2020,67104,9,275233,30581.4,2020-12-30
2019,62354,23,6552550,284893.5,2019-12-23
2020,66781,6,1003047,167174.5,2020-12-03
2017,55395,41,10488803,255824.5,2017-12-27
2023,58936,12,2861612,238467.7,2023-08-28
2023,60173,23,2926984,127260.2,2023-12-29
2022,108075,8,5086319,635789.9,2022-09-08
2024,64176,46,24420713,530885.1,2024-04-02
2022,100011,3,816847,272282.3,2022-12-28
2020,64174,62,8645773,139448.0,2020-12-31
2021,63690,13,5979952,459996.3,2021-12-12
2019,63472,132,27101343,205313.2,2019-12-29
2020,65468,22,3615554,164343.4,2020-12-30
2021,55598,2,811400,405700.0,2021-08-28
2021,93031,10,2332400,233240.0,2021-12-25
2023,105971,67,12953244,193332.0,2023-12-29
2021,69806,2,549750,274875.0,2021-10-20
2020,65677,8,1399888,174986.0,2020-12-20
2021,91621,16,2076435,129777.2,2021-12-29
2021,85464,10,2801683,280168.3,2021-12-31
2022,113681,47,15926809,338868.3,2022-11-12
2021,104140,19,3126234,164538.6,2021-12-30
2018,57598,68,18415576,270817.3,2018-09-23
2019,65327,16,4178048,261128.0,2019-12-24
2019,60821,56,14791437,264132.8,2019-12-27
2017,52927,68,12980785,190893.9,2017-11-02
2023,59853,65,23945175,368387.3,2023-12-18
2020,64395,20,7135149,356757.5,2020-12-12
2022,75505,33,6537619,198109.7,2022-12-01
2022,100258,30,4315987,143866.2,2022-12-02
2021,73305,104,27287535,262380.1,2021-12-31
2021,97440,1,167616,167616.0,2021-06-29
2021,72901,70,34151983,487885.5,2021-12-28
2020,62658,30,11126754,370891.8,2020-12-26
2019,63307,46,5272230,114613.7,2019-12-29
2022,98625,12,1042936,86911.3,2022-10-23
2021,84372,34,4023564,118340.1,2021-12-29
2020,76409,41,8860897,216119.4,2020-12-28
2021,98185,9,997000,110777.8,2021-12-05
2021,70881,67,18284796,272907.4,2021-12-21
2024,60344,14,2076200,148300.0,2024-05-06
2023,63214,17,7956953,468056.1,2023-12-28
2019,58849,44,11964000,271909.1,2019-12-28
2017,55715,51,17235499,337951.0,2017-12-18
2019,66407,41,7135755,174042.8,2019-12-22
2021,86990,13,1458577,112198.2,2021-11-21
2024,59834,10,1383400,138340.0,2024-05-13
2023,87351,21,5431779,258656.1,2023-12-05
2020,64836,3,575529,191843.0,2020-12-22
2019,63075,14,2213000,158071.4,2019-12-22
2021,64561,7,1016808,145258.3,2021-08-01
2023,83502,18,1303900,72438.9,2023-12-15
2023,60422,50,8190802,163816.0,2023-12-28
2023,53826,88,28596188,324956.7,2023-12-29
2021,55978,7,3169292,452756.0,2021-10-04
2021,102389,7,2644800,377828.6,2021-10-11
2019,64038,79,11565106,146393.7,2019-12-31
2019,57452,71,10172480,143274.4,2019-08-01
2017,54896,64,9981098,155954.7,2017-12-28
2023,103449,26,6941060,266963.8,2023-09-11
2019,58549,8,2243000,280375.0,2019-10-09
2023,119815,15,2488399,165893.3,2023-12-08
2020,65933,12,1507400,125616.7,2020-12-23
2020,73087,15,2726428,181761.9,2020-12-27
2023,99433,87,14616106,168001.2,2023-12-29
2023,101371,14,3360300,240021.4,2023-12-08
2020,83616,10,1219973,121997.3,2020-12-26
2020,69877,5,445704,89140.8,2020-12-09
2021,69405,105,14286634,136063.2,2021-12-17
2024,120317,5,1411900,282380.0,2024-04-01
2018,57122,18,6103999,339111.1,2018-11-26
2024,95696,40,3524500,88112.5,2024-05-10
2021,84144,10,1006754,100675.4,2021-07-15
2022,72241,18,2994477,166359.8,2022-07-29
2022,63927,55,40404497,734627.2,2022-12-26
2023,71239,19,7945004,418158.1,2023-12-04
2024,84283,3,1087100,362366.7,2024-03-03
2022,64126,62,7460294,120327.3,2022-12-19
2021,82977,23,5591680,243116.5,2021-10-06
2019,54793,27,7449965,275924.6,2019-11-16
2019,67746,12,2274851,189570.9,2019-12-30
2017,52931,56,12916571,230653.1,2017-12-30
2024,113593,13,2369900,182300.0,2024-05-12
2018,55489,36,7244243,201229.0,2018-12-23
2020,61557,28,4018537,143519.2,2020-12-25
2022,59004,41,14800182,360980.0,2022-12-24
2018,57725,8,615000,76875.0,2018-12-30
2023,58350,33,8250313,250009.5,2023-12-29
2024,58428,7,1056500,150928.6,2024-04-09
2022,97714,47,18192702,387078.8,2022-12-29
2022,108192,17,5740498,337676.4,2022-12-18
2024,88973,31,6093700,196571.0,2024-05-12
2019,24560,138,57138462,414046.8,2019-12-29
2020,55943,37,6668507,180229.9,2020-11-04
2020,68981,9,2893967,321551.9,2020-12-23
2022,109815,8,709552,88694.0,2022-08-20
2019,57129,45,11363903,252531.2,2019-12-14
2019,61675,21,4065860,193612.4,2019-12-08
2023,88133,14,5469555,390682.5,2023-11-04
2023,57416,10,1165498,116549.8,2023-12-15
2023,72961,35,5261086,150316.7,2023-12-22
2021,80159,41,2504285,61080.1,2021-11-26
2024,106086,51,22757311,446221.8,2024-05-13
2022,68284,23,10192688,443160.3,2022-12-27
2020,80827,4,475324,118831.0,2020-12-03
2018,56083,46,7005472,152292.9,2018-12-31
2022,82960,9,2524662,280518.0,2022-12-18
2022,60099,9,1828400,203155.6,2022-12-29
2023,115050,23,6687716,290770.3,2023-09-22
2021,57370,1,173703,173703.0,2021-02-22
2022,66343,63,19548905,310300.1,2022-12-14
2022,82200,32,4029380,125918.1,2022-12-27
2023,64869,62,12975649,209284.7,2023-12-24
2024,74064,38,11759895,309470.9,2024-05-05
2023,118244,18,4175634,231979.7,2023-12-18
2024,69994,10,353400,35340.0,2024-05-09
2021,79692,15,2991551,199436.7,2021-11-14
2023,90131,151,37274191,246848.9,2023-12-26
2018,40010,54,36965861,684553.0,2018-12-13
2019,59394,37,6118910,165375.9,2019-12-26
2019,54717,6,1636250,272708.3,2019-12-07
2023,68763,15,1027320,68488.0,2023-12-18
2023,71011,8,3713905,464238.1,2023-11-24
2018,55426,7,1072000,153142.9,2018-05-29
2023,65263,35,13229530,377986.6,2023-12-23
2019,60650,107,43510722,406642.3,2019-12-29
2021,60674,47,11615414,247136.5,2021-12-27
2018,58953,6,599000,99833.3,2018-12-29
2023,114746,3,593100,197700.0,2023-08-30
2021,74743,40,3272958,81824.0,2021-11-28
2020,72971,12,2377426,198118.8,2020-11-30
2022,64406,6,452730,75455.0,2022-09-28
2024,121604,32,11369000,355281.3,2024-05-05
2019,57615,54,17798595,329603.6,2019-12-31
2020,56090,190,84869330,446680.7,2020-12-31
2020,71619,4,526070,131517.5,2020-11-22
2019,60678,71,8626495,121499.9,2019-12-30
2019,60123,43,14799800,344181.4,2019-12-25
2023,98185,26,2170633,83485.9,2023-09-27
2020,70543,20,3368985,168449.3,2020-02-23
2020,65907,25,4234721,169388.8,2020-12-13
2021,103077,4,384800,96200.0,2021-11-21
2021,91755,16,2286202,142887.6,2021-12-21
2023,76401,20,2566012,128300.6,2023-09-23
2020,64385,38,11179928,294208.6,2020-12-22
2023,58691,6,435300,72550.0,2023-11-24
2021,60982,10,493796,49379.6,2021-12-15
2021,61557,69,12319936,178549.8,2021-12-20
2021,62190,61,22907302,375529.5,2021-12-27
2022,99584,15,4982710,332180.7,2022-12-17
2022,73488,24,1836800,76533.3,2022-12-30
2021,24118,46,16542163,359612.2,2021-12-26
2021,96461,29,2068058,71312.3,2021-12-09
2024,68917,3,1676900,558966.7,2024-03-15
2021,60345,1,143430,143430.0,2021-04-01
2022,108061,76,17968517,236427.9,2022-12-31
2024,125985,1,101200,101200.0,2024-04-03
2019,60961,54,5205605,96400.1,2019-12-27
2020,59317,18,5226745,290374.7,2020-11-26
2018,57666,10,1270496,127049.6,2018-10-22
2021,61175,54,7725233,143059.9,2021-12-27
2020,62188,10,818800,81880.0,2020-10-07
2023,96503,74,36883556,498426.4,2023-11-26
2024,118721,12,3646800,303900.0,2024-05-09
2024,72938,48,2174000,45291.7,2024-05-07
2021,90048,16,3440300,215018.8,2021-12-16
2021,92945,14,2786641,199045.8,2021-12-28
2022,83403,35,9224403,263554.4,2022-08-25
2022,84771,27,4841744,179323.9,2022-12-23
2023,62583,23,5174951,224997.9,2023-12-29
2022,108076,50,9574004,191480.1,2022-12-22
2020,72443,10,1817000,181700.0,2020-09-01
2018,55819,37,8387376,226685.8,2018-12-17
2024,71439,18,4964700,275816.7,2024-05-02
2021,72066,10,2057258,205725.8,2021-11-29
2022,64488,75,11985191,159802.5,2022-12-28
2022,64354,93,8408719,90416.3,2022-12-30
2020,62607,6,1044328,174054.7,2020-12-16
2023,57633,13,2307088,177468.3,2023-12-12
2021,88473,32,14672480,458515.0,2021-12-23
2022,61757,14,4233790,302413.6,2022-12-16
2023,73406,93,21339132,229453.0,2023-12-24
2023,122720,4,813500,203375.0,2023-12-29
2023,80583,18,5995700,333094.4,2023-11-10
2024,109034,9,3680100,408900.0,2024-05-03
2020,66886,31,13716255,442459.8,2020-12-08
2023,73550,3,567500,189166.7,2023-04-20
2021,55563,9,1268007,140889.7,2021-11-10
2024,118544,14,4329400,309242.9,2024-05-08
2022,63117,63,5502784,87345.8,2022-12-22
2022,65918,46,7750609,168491.5,2022-12-30
2020,61426,39,8795724,225531.4,2020-12-20
2019,58971,18,4352194,241788.6,2019-12-26
2019,58648,9,1193215,132579.4,2019-03-25
2022,85403,11,1071019,97365.4,2022-12-23
2024,73911,11,6130728,557338.9,2024-05-07
2021,79713,62,8567099,138179.0,2021-12-25
2020,54750,39,7154218,183441.5,2020-12-27
2019,60277,16,3193000,199562.5,2019-03-02
2017,53279,220,58088722,264039.6,2017-12-30
2019,62021,22,4413700,200622.7,2019-12-15
2021,86371,47,14342783,305165.6,2021-10-23
2023,99571,5,830187,166037.4,2023-12-31
2023,74053,38,16350230,430269.2,2023-12-23
2021,90626,3,1152796,384265.3,2021-09-04
2019,63696,42,6962363,165770.5,2019-12-30
2021,65977,7,3507435,501062.1,2021-12-02
2021,88772,14,4934500,352464.3,2021-12-14
2023,111534,42,9027730,214946.0,2023-12-31
2022,80831,23,4951124,215266.3,2022-12-27
2021,61881,68,18056385,265535.1,2021-12-30
2024,67383,14,3684300,263164.3,2024-05-08
2023,114144,8,4716755,589594.4,2023-07-01
2019,64740,2,1097000,548500.0,2019-07-15
2021,82024,29,3448987,118930.6,2021-12-28
2023,105540,52,12818983,246518.9,2023-10-01
